transaction,category
altbalaji/shop,Entertainment
amazon prime store 326,Entertainment
DISH TV,Utilities
fare,Transportation
snaPDEAl,Shopping
hinduja hospital*,Health
bookmyshow store 103,Entertainment
bp,Fuel
coffee-store,Food & Dining
meru cabs*,Transportation
abhibus.com,Transportation
ebay 871 main st,Shopping
market 327 main st,Groceries
  hindustan petroleum  ,Fuel
max healthcare*,Health
namma metro*,Transportation
GAiL,Utilities
shopper's stop-store,Shopping
store*,Shopping
chai point #2789,Food & Dining
ccd,Food & Dining
diesel 710 main st,Fuel
supermarket,Groceries
sun nxt 52 main st,Entertainment
PVR CINEMAS,Entertainment
tata sky store 303,Utilities
costco.com,Groceries
kims hospital 627 main st,Health
entertainment,Entertainment
starubazaar,Groceries
zara #4257,Shopping
gamis the shop,Entertainment
adidas,Shopping
safeway 73 main st,Groceries
ksrtc.com,Transportation
ac broadband,Utilities
tikona,Utilities
coffee,Food & Dining
msedcl,Utilities
BEST,Transportation
Medicine,Health
target-store,Groceries
verizon*,Utilities
spar.com,Groceries
pharmacy/shop,Health
OS,Shopping
restaurnt,Food & Dining
wynk music,Entertainment
Bharat Petroleum,Fuel
ExxON,Fuel
  carnival cinemas  ,Entertainment
twenyy four seven,Groceries
concert-store,Entertainment
moti mahal/shop,Food & Dining
tatasky store 71,Utilities
bata.com,Shopping
sunoco.com,Fuel
exxon,Fuel
bp,Fuel
bigbazaar 770 main st,Groceries
MH,Health
  meru cabs  ,Transportation
behrouz biryani.com,Food & Dining
paytm bus,Transportation
moti mahal,Food & Dining
supermarket #164,Groceries
ajio*,Shopping
blknkit,Groceries
tata cliq,Shopping
games the shop 604 main st,Entertainment
transport,Transportation
zee5 #2046,Entertainment
spencer's #4073,Groceries
haldiram/shop,Food & Dining
autw gas,Fuel
dunkin,Food & Dining
liberty store 267,Shopping
gas station*,Fuel
Ksrtc,Transportation
essar oil,Fuel
jim bp,Fuel
  onemg  ,Health
hindustan hetroleum,Fuel
nilgiris,Groceries
blu smart 3 main st,Transportation
JB,Fuel
apple store*,Shopping
bIgBaskEt,Groceries
Mcdonalds,Food & Dining
DR LAL PATHLABS,Health
walmart,Shopping
altbalaji,Entertainment
rebel foods,Food & Dining
grofers store 310,Groceries
Irani Cafe,Food & Dining
bus*,Transportation
subway-store,Transportation
VoDafOnE iDEa,Utilities
hndustan petroleum,Fuel
iocl #5795,Fuel
naaptol,Shopping
macys*,Shopping
tikona.com,Utilities
motherhood*,Health
poorvika,Shopping
wynk music,Entertainment
MoTI MaHAl,Food & Dining
bharat petroleum.com,Fuel
big basket-store,Groceries
apsrtc/shop,Transportation
moti mahal 631 main st,Food & Dining
iNDIaN RaiLWAyS,Transportation
more megastore.com,Groceries
srl diagnostics/shop,Health
paytm movies.com,Entertainment
ajio,Shopping
Bestbuy,Shopping
cinema,Entertainment
  spencers  ,Groceries
chaayos/shop,Food & Dining
SB,Groceries
apollo hospitals #5007,Health
sunoco-store,Fuel
SNAPDEAL,Shopping
jio saavn #4101,Entertainment
  oven story  ,Food & Dining
iOCL,Fuel
naaptol #8929,Shopping
HM,Transportation
carnival cineeas,Entertainment
Health,Health
shopclues #5959,Shopping
Aster,Health
zara,Shopping
  d2h  ,Utilities
cable/shop,Utilities
HPCL,Fuel
poorvika #5507,Shopping
TAXI,Transportation
mtro,Transportation
libery,Shopping
market-store,Groceries
Delhi Metro,Transportation
wynk music/shop,Entertainment
  jio  ,Utilities
shell #4613,Fuel
  costco  ,Groceries
SPOTIFY,Entertainment
Ola Cabs,Transportation
mi store #7558,Shopping
  max fashion  ,Shopping
VERIZON,Utilities
heaLTH,Health
macys.com,Shopping
more megastore*,Groceries
abhius,Transportation
MaHAnAgar gas,Utilities
tikona*,Utilities
Kfc India,Food & Dining
ola cabs*,Transportation
telecom.com,Utilities
dominos india,Food & Dining
hotstar store 306,Entertainment
hotstar,Entertainment
metro cash/shop,Groceries
spotify-store,Entertainment
bata #6802,Shopping
bp store 442,Fuel
transit #876,Transportation
SUNoCO,Fuel
auto gas/shop,Fuel
24 seven-store,Groceries
spencer's/shop,Groceries
diner,Food & Dining
idea-store,Utilities
lunhbox,Food & Dining
shellyindia,Fuel
hathway-store,Utilities
dmart/shop,Groceries
essar oil 951 main st,Fuel
spencers store 460,Groceries
voot store 72,Entertainment
iocl-store,Fuel
paNEra,Food & Dining
sames the shop,Entertainment
dmart ready,Groceries
Medplus,Health
diner.com,Food & Dining
playstation*,Entertainment
sunoco,Fuel
tdyrocare,Health
you broadband.com,Utilities
the burger club #9540,Food & Dining
star bazaar-store,Groceries
lyft.com,Transportation
max hospital-store,Health
youtube music.com,Entertainment
ksrtc 73 main st,Transportation
alt balaji,Entertainment
tata sky #5011,Utilities
reliance fresh*,Groceries
KfC,Food & Dining
BSES,Utilities
transport #406,Transportation
more megastore 993 main st,Groceries
rail.com,Transportation
puglix,Groceries
manipal hosrital,Health
grocery store 343,Groceries
cloudnine.com,Health
haLdiRAm,Food & Dining
subwy,Food & Dining
rebel foods,Food & Dining
MC,Groceries
medcl,Utilities
burger-store,Food & Dining
Redbus,Transportation
hungama,Entertainment
Nykaa Fashion,Shopping
essar ofl,Fuel
apna bczaar,Groceries
INOX,Entertainment
  gail  ,Utilities
RESTAURANT,Food & Dining
costco #4978,Groceries
cesc/shop,Utilities
gamesthehop,Entertainment
FORTIS HOSPITAL,Health
hpcl-store,Fuel
dmart.com,Groceries
DH,Entertainment
indian oil #5245,Fuel
RELIANCE PETROL,Fuel
  vijay sales  ,Shopping
ApOLLo clInIc,Health
ajio 135 main st,Shopping
hinduja hospital-store,Health
apple music india-store,Entertainment
medical-store,Health
BC,Health
apple sore,Shopping
ebay.com,Shopping
FM,Food & Dining
EASYDAY,Groceries
jio saavn,Entertainment
att,Utilities
mcdonalds.com,Food & Dining
netglix,Entertainment
shell,Fuel
bistro.com,Food & Dining
wockhardt,Health
Walgreens,Health
bigbazaar/shop,Groceries
blnkit,Groceries
  xbox  ,Entertainment
decathlon india*,Shopping
care hospital #6710,Health
walmart.com,Shopping
panera/shop,Food & Dining
YOUTUBE MUSIC,Entertainment
MeRU cAbs,Transportation
trader joes,Groceries
medplus #2875,Health
  marathon  ,Fuel
hypercity,Groceries
ENTERTAINMENT,Entertainment
ajio,Shopping
WATER,Utilities
saravana bhavan*,Food & Dining
FABINDIA,Shopping
pspcl 116 main st,Utilities
sunoco,Fuel
pizza-store,Food & Dining
AG,Fuel
MeTro CAsh,Groceries
24 even,Groceries
transport.com,Transportation
airtel #3318,Utilities
rebel foods,Food & Dining
max hospital*,Health
bharat petroleum #5841,Fuel
ZEPTO,Groceries
exxon store 357,Fuel
nykaa fashion,Shopping
chaayos,Food & Dining
GAIL,Utilities
sun nxt #3735,Entertainment
red bus 93 main st,Transportation
bigbasket/shop,Groceries
exxon,Fuel
  best  ,Transportation
hOIchoi,Entertainment
shopper's stop #4816,Shopping
SUNOCo,Fuel
vi store 296,Utilities
medicie,Health
zee5.com,Entertainment
Dtc,Transportation
bigbasket-store,Groceries
  swiggy instamart  ,Food & Dining
metro-store,Transportation
aazon prime,Entertainment
CNG,Fuel
essar oil/shop,Fuel
mobil/shop,Fuel
westside.com,Shopping
indian railways store 391,Transportation
jio saavn*,Entertainment
best #4704,Transportation
subway #9863,Food & Dining
mobil,Fuel
theater.com,Entertainment
petrol pump store 444,Fuel
walmart,Shopping
walmart,Groceries
disney hotstar #2218,Entertainment
comcast-store,Utilities
kroger.com,Groceries
bikanervala*,Food & Dining
D Mart,Groceries
sonyliv 819 main st,Entertainment
trANSiT,Transportation
big bazaar 237 main st,Groceries
SHELL,Fuel
cesc/shop,Utilities
hyderabad metro,Transportation
Verizon,Utilities
zpto,Groceries
SaFeWaY,Groceries
hyderabad metro,Transportation
nilgiri's store 110,Groceries
mobil*,Fuel
ola cabs.com,Transportation
uber/shop,Transportation
bp,Fuel
SAHAKARI BHANDAR,Groceries
VIJAY SALES,Shopping
kokiaben,Health
redbus*,Transportation
mobil,Fuel
petrol store 435,Fuel
meru cabs,Transportation
DISNEY+ HOTSTAR,Entertainment
wlndys,Food & Dining
sun direct,Utilities
EROSNOW,Entertainment
FResh,Groceries
ola*,Transportation
breach candy-store,Health
NYKAA,Shopping
kokilaben,Health
gaP,Shopping
koovs/shop,Shopping
wow momo-store,Food & Dining
cesc,Utilities
Dental,Health
  metro cash  ,Groceries
jiomari,Groceries
uber india #6595,Transportation
aiims/shop,Health
nykaa fashion 943 main st,Shopping
disney+ hotstar #6964,Entertainment
Energy,Utilities
hoichoi-store,Entertainment
apollo pharmacy 693 main st,Health
bp/shop,Fuel
practo/shop,Health
ovenstory 83 main st,Food & Dining
transit store 222,Transportation
STAR BAZAAR,Groceries
  bp  ,Fuel
alt balaji 716 main st,Entertainment
hindustan petroleum*,Fuel
carnival cinemas store 495,Entertainment
bus,Transportation
cvs/shop,Health
nextra,Utilities
SHELL,Fuel
astet,Health
shop,Shopping
KfC INDia,Food & Dining
Vodafone,Utilities
nature's qasket,Groceries
dmart 411 main st,Groceries
MC,Groceries
instamart.com,Groceries
swiggy instamart 181 main st,Food & Dining
  apsrtc  ,Transportation
bangalore metro.com,Transportation
spectra store 434,Utilities
pspcl,Utilities
craftsvilla #4524,Shopping
lilavati #7030,Health
cng*,Fuel
petrol store 255,Fuel
dining,Food & Dining
AHA,Entertainment
pharmeasy 667 main st,Health
srl diagnostics-store,Health
jio cinema*,Entertainment
flipkart supermart*,Groceries
DMART,Groceries
WYNK MUSIC,Entertainment
bmtc,Transportation
uber #4394,Transportation
HPCL,Fuel
motherhood*,Health
mcdonalds/shop,Food & Dining
kokilaben,Health
subway,Transportation
medical #2635,Health
Kolkata Metro,Transportation
d2h #8121,Utilities
TaXi,Transportation
apsrtc,Transportation
theater #7437,Entertainment
exxOn,Fuel
BM,Transportation
  vi  ,Utilities
udUPI,Food & Dining
PUMA,Shopping
tata cliq.com,Shopping
MarAtHOn,Fuel
mx player.com,Entertainment
hathway #4827,Utilities
eros now*,Entertainment
SHeLL INdiA,Fuel
  tneb  ,Utilities
shell india.com,Fuel
games,Entertainment
eros now,Entertainment
Blu Smart,Transportation
wockhardt #2066,Health
onemg,Health
taxi.com,Transportation
nike 720 main st,Shopping
chevron store 487,Fuel
FaAsOS,Food & Dining
bharat petroleum-store,Fuel
ola cabs 281 main st,Transportation
paytm mall #3870,Shopping
reliance petroleum*,Fuel
medlus,Health
krogep,Groceries
jiomart,Groceries
water/shop,Utilities
erosnow,Entertainment
games the shop,Entertainment
adani power store 402,Utilities
liavati,Health
ecectric,Utilities
petrol,Fuel
bIRYAnI Blues,Food & Dining
indian ol,Fuel
apollo hospitals #9632,Health
spencer's store 274,Groceries
taxi*,Transportation
HYDERABAD METRO,Transportation
central,Shopping
inDRaprAstHA gAs,Utilities
best,Transportation
jio mart #8971,Groceries
rite aid,Health
MARKET,Groceries
reliance power-store,Utilities
spotify india*,Entertainment
fortis hospital,Health
medplus #1127,Health
naTURes BasKET,Groceries
ola cabs-store,Transportation
apsrtc*,Transportation
KM,Transportation
irctc*,Transportation
liFesTYLE,Shopping
MEDICAL,Health
pantaloons.com,Shopping
cffee,Food & Dining
subway 942 main st,Food & Dining
satyam cinemas store 346,Entertainment
publix store 357,Groceries
KocHI mETro,Transportation
uber*,Transportation
apple store inda,Shopping
gamestheshop*,Entertainment
torrent power 170 main st,Utilities
Energy,Utilities
  truemeds  ,Health
ircc,Transportation
24 sevn,Groceries
phone,Utilities
gamestheshop-store,Entertainment
doctor.com,Health
meesho,Shopping
autoagas,Fuel
metro cash 88 main st,Groceries
spar 3 main st,Groceries
  macys  ,Shopping
ebay,Shopping
max healthcare-store,Health
Airtel,Utilities
ReebOK,Shopping
chai point.com,Food & Dining
gap store 179,Shopping
red bus,Transportation
theater 27 main st,Entertainment
big bazar,Groceries
amazon india.com,Shopping
aueo gas,Fuel
bigbazaar,Groceries
meesho*,Shopping
ww momo,Food & Dining
jaslok store 317,Health
ac broadband,Utilities
Gas Station,Fuel
kroger/shop,Groceries
  starbucks  ,Food & Dining
bigbasket.com,Groceries
dining store 120,Food & Dining
JIO,Utilities
petrolhpump,Fuel
  bistro  ,Food & Dining
dishtv/shop,Utilities
INDRAPRASTHA GAS,Utilities
cafe coffee day-store,Food & Dining
kochi metro,Transportation
market*,Groceries
  whole foods  ,Groceries
zepto.com,Groceries
Wockhardt,Health
decathlon india*,Shopping
MObil,Fuel
jAbonG,Shopping
mega cabs #3407,Transportation
mobikwik,Transportation
  eros now  ,Entertainment
disney hotstar.com,Entertainment
  ksrtc  ,Transportation
Thyrocare,Health
nordstrom,Shopping
twenty four seven store 338,Groceries
vijay sales-store,Shopping
Jiomart,Groceries
hyderabad metro 609 main st,Transportation
gaana 193 main st,Entertainment
spotfy,Entertainment
auco gas,Fuel
book my show,Entertainment
sahakari bhandar*,Groceries
spar 31 main st,Groceries
taco bell india,Food & Dining
Airtel Digital Tv,Utilities
jio bp #7411,Fuel
reliane petrol,Fuel
cafe coffee day #8502,Food & Dining
shoppers stop-store,Shopping
dominos india #6936,Food & Dining
best,Transportation
airtel digital tv store 437,Utilities
thyrocare*,Health
Hindustan Petroleum,Fuel
TAXI,Transportation
CVS,Health
wAlmArt,Shopping
nilgiri's store 242,Groceries
aster #8245,Health
Spar,Groceries
cafe/shop,Food & Dining
spectra,Utilities
jiomart 506 main st,Groceries
walgreens 584 main st,Health
craftsvilla-store,Shopping
chenni metro,Transportation
vi.com,Utilities
zepto-store,Groceries
wockhardt store 72,Health
Cloudnine,Health
SATYAM CINEMAS,Entertainment
wendys*,Food & Dining
hINdUStaN pETRoleum,Fuel
aiims.com,Health
pspcl #4985,Utilities
essarkoil,Fuel
vodafone*,Utilities
woodland #6581,Shopping
TP,Utilities
hoICHOi,Entertainment
apollo hospitals*,Health
cahe hospital,Health
kfm india,Food & Dining
msrtc*,Transportation
faasos.com,Food & Dining
aldi,Groceries
DMART,Groceries
Netflix,Entertainment
aiims,Health
nykaa-store,Shopping
indraprastha gas #7532,Utilities
gail store 316,Utilities
den #8501,Utilities
apple music india,Entertainment
petol,Fuel
entertainment.com,Entertainment
nilgiris,Groceries
  paytm bus  ,Transportation
paytm bus-store,Transportation
exxon.com,Fuel
ApOLlO phaRMACY,Health
jio bp-store,Fuel
watr,Utilities
max healthcare #8414,Health
medicover.com,Health
SUBWAY,Food & Dining
netmeds*,Health
netflix*,Entertainment
RAPIDO,Transportation
  hospital  ,Health
mall #9141,Shopping
torrent power,Utilities
bescom*,Utilities
parking*,Transportation
paytm mall store 355,Shopping
dmart ready-store,Groceries
tata power #2878,Utilities
jiO maRt,Groceries
idea.com,Utilities
  satyam cinemas  ,Entertainment
redbs,Transportation
Entertainment,Entertainment
AC,Health
EBAY,Shopping
grofers.com,Groceries
trueseds,Health
medicover,Health
jiocinema*,Entertainment
fortis hospital 186 main st,Health
Nykaa Fashion,Shopping
pvr,Entertainment
faasos*,Food & Dining
udupi,Food & Dining
jiomart.com,Groceries
FRESHMENU,Food & Dining
subway,Transportation
nykaa fashion-store,Shopping
phone,Utilities
VODAFONE IDEA,Utilities
vodafone idea/shop,Utilities
  petrol pump  ,Fuel
amusement,Entertainment
  swiggy instamart  ,Food & Dining
jabong 895 main st,Shopping
gamestheshop*,Entertainment
  rebel foods  ,Food & Dining
essar oil.com,Fuel
wynk music*,Entertainment
dehi metro,Transportation
zepto,Groceries
fuel #501,Fuel
med plus store 481,Health
cvs/shop,Health
ersnow,Entertainment
koovs,Shopping
fykaa,Shopping
kfc.com,Food & Dining
SpeNcEr's,Groceries
UBER INDIA,Transportation
  publix  ,Groceries
NIKE,Shopping
lilavati #2080,Health
myntra-store,Shopping
rebel foods-store,Food & Dining
nextra 980 main st,Utilities
care hospital/shop,Health
pizza-store,Food & Dining
nayara energy #1319,Fuel
walmart store 203,Groceries
GAMES,Entertainment
hoodland,Shopping
  hoichoi  ,Entertainment
tata powbr,Utilities
adani power #2590,Utilities
  energy  ,Utilities
taco bell/shop,Food & Dining
concert 684 main st,Entertainment
Twenty Four Seven,Groceries
Supermarket,Groceries
wendys 292 main st,Food & Dining
pbacto,Health
liberty store 264,Shopping
rite aid*,Health
msedcl.com,Utilities
best,Transportation
Care Hospital,Health
hulu/shop,Entertainment
gas station.com,Fuel
twentybfour seven,Groceries
punjabi dhaba #2145,Food & Dining
REBEL FOODS,Food & Dining
grofers,Groceries
wockhardt,Health
shop store 467,Shopping
taco bell*,Food & Dining
cable-store,Utilities
apple music india #6665,Entertainment
jio bp store 235,Fuel
swggy,Food & Dining
ebay store 293,Shopping
TBC,Food & Dining
bharat petroeum,Fuel
namma metro,Transportation
blok my show,Entertainment
subway/shop,Transportation
steam,Entertainment
pizza hut india 668 main st,Food & Dining
auto gas #6527,Fuel
supermarket 177 main st,Groceries
mx player*,Entertainment
apoglo clinic,Health
rapido/shop,Transportation
cAre,Health
vodafone idea,Utilities
hungama 139 main st,Entertainment
  shop  ,Shopping
apollo pharmacy,Health
  nature's basket  ,Groceries
easyday/shop,Groceries
yashoda/shop,Health
health*,Health
Jaslok,Health
KoCHI MetRo,Transportation
lifestyle,Shopping
book my show.com,Entertainment
bharat pntroleum,Fuel
manipab hospital,Health
dunkin*,Food & Dining
walmart-store,Groceries
pantaloons,Shopping
BurGeR kinG iNdiA,Food & Dining
AIIMS,Health
Delhi Jal Board,Utilities
msrtc/shop,Transportation
ksrtc-store,Transportation
myupchar store 121,Health
medical-store,Health
tatasy,Utilities
subway.com,Transportation
1mg*,Health
idea*,Utilities
Manipal Hospital,Health
1mg #9807,Health
gail,Utilities
chevron 999 main st,Fuel
bigbasket-store,Groceries
WENDYS,Food & Dining
chevron,Fuel
  paytm movies  ,Entertainment
msrtc #9431,Transportation
spotify india,Entertainment
petrol pump.com,Fuel
electric,Utilities
TRAIN,Transportation
target.com,Shopping
Aiims,Health
more,Groceries
amazon prime,Entertainment
uber india-store,Transportation
hpcl*,Fuel
restaurant.com,Food & Dining
publix/shop,Groceries
practo #2306,Health
SahAKArI bHaNdar,Groceries
irctc,Transportation
cafe coffee day.com,Food & Dining
uber india.com,Transportation
jabong*,Shopping
zomato,Food & Dining
marathon-store,Fuel
tikona-store,Utilities
  target  ,Groceries
red bus #4949,Transportation
tneb.com,Utilities
sony liv-store,Entertainment
h&m #7861,Shopping
voot 605 main st,Entertainment
bsnl.com,Utilities
cable-store,Utilities
Bpcl,Fuel
mobil.com,Fuel
you broadband 367 main st,Utilities
zepto,Groceries
paytm movies store 12,Entertainment
mobil*,Fuel
SN,Entertainment
INSTAMART,Groceries
playstation store 254,Entertainment
jio bp,Fuel
punjabi dhaba*,Food & Dining
d2h-store,Utilities
Amusement,Entertainment
wendys #4802,Food & Dining
